Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt
11/14/2018 6:31:55 AM,60,TABLE,10:03.8,59:36.1,2,1,LG_HG2_CyclesA,2.95062,-3.91031,11.56744,-2.47947,-8.7226,8
11/14/2018 6:31:55 AM,60,TABLE,10:03.9,59:36.2,2,1,LG_HG2_CyclesA,2.94978,-3.91287,11.56744,-2.47958,-8.72294,8
11/14/2018 6:31:55 AM,60,TABLE,10:03.9,59:36.2,2,1,LG_HG2_CyclesA,2.94978,-3.91287,11.56744,-2.47958,-8.72294,8
11/14/2018 4:24:15 PM,30,TABLE,18:14.9,53:13.3,3,1,LG_HG2_CyclesB,3.17733,-2.0918,10.09522,-2.36033,-8.31898,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.0,53:13.4,3,1,LG_HG2_CyclesB,3.17767,-2.09435,10.09522,-2.36038,-8.31916,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.1,53:13.5,3,1,LG_HG2_CyclesB,3.17801,-2.09435,10.09522,-2.36044,-8.31935,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.2,53:13.6,3,1,LG_HG2_CyclesB,3.17834,-2.0918,10.09522,-2.3605,-8.31954,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.3,53:13.7,3,1,LG_HG2_CyclesB,3.17868,-2.0918,10.09522,-2.36056,-8.31972,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.4,53:13.8,3,1,LG_HG2_CyclesB,3.17902,-2.0918,10.09522,-2.36061,-8.3199,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.5,53:13.9,3,1,LG_HG2_CyclesB,3.17919,-2.0918,10.09522,-2.36068,-8.3201,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.6,53:14.0,3,1,LG_HG2_CyclesB,3.17935,-2.08925,10.09522,-2.36073,-8.32027,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.7,53:14.1,3,1,LG_HG2_CyclesB,3.17969,-2.08925,10.09522,-2.36079,-8.32045,2
11/14/2018 4:24:16 PM,30,TABLE,18:15.8,53:14.2,3,1,LG_HG2_CyclesB,3.17986,-2.0918,10.09522,-2.36085,-8.32064,2
11/14/2018 9:38:17 PM,37,TABLE,32:16.3,41:57.7,4,1,LG_HG2_CyclesB,2.95247,-6.52059,11.35712,-2.359,-8.34442,3
11/14/2018 9:38:17 PM,37,TABLE,32:16.4,41:57.8,4,1,LG_HG2_CyclesB,2.95214,-6.52059,11.35712,-2.35918,-8.34497,3
11/14/2018 9:38:17 PM,37,TABLE,32:16.5,41:57.9,4,1,LG_HG2_CyclesB,2.9518,-6.52059,11.35712,-2.35937,-8.34551,3
11/14/2018 9:38:17 PM,37,TABLE,32:16.6,41:58.0,4,1,LG_HG2_CyclesB,2.95129,-6.52314,11.35712,-2.35954,-8.34602,3
11/14/2018 9:38:17 PM,37,TABLE,32:16.7,41:58.1,4,1,LG_HG2_CyclesB,2.95096,-6.52314,11.35712,-2.35972,-8.34657,3
11/14/2018 9:38:17 PM,37,TABLE,32:16.8,41:58.2,4,1,LG_HG2_CyclesB,2.95062,-6.52314,11.35712,-2.35991,-8.34712,3
11/14/2018 9:38:18 PM,37,TABLE,32:16.9,41:58.3,4,1,LG_HG2_CyclesB,2.95028,-6.5257,11.35712,-2.36008,-8.34763,3
11/14/2018 9:38:18 PM,37,TABLE,32:17.0,41:58.4,4,1,LG_HG2_CyclesB,2.82774,-12.88027,11.35712,-2.36045,-8.34868,3
11/14/2018 9:38:18 PM,37,TABLE,32:17.1,41:58.5,4,1,LG_HG2_CyclesB,2.80684,-12.29283,11.35712,-2.36078,-8.3496,3
11/14/2018 9:38:18 PM,37,TABLE,32:17.2,41:58.6,4,1,LG_HG2_CyclesB,2.80178,-11.98123,11.35712,-2.36112,-8.35055,3
11/15/2018 1:28:53 PM,44,TABLE,57:26.2,53:12.0,5,1,LG_HG2_CyclesB,3.12525,-3.22837,9.77974,-2.35988,-8.31532,4
11/15/2018 1:28:53 PM,44,TABLE,57:26.3,53:12.1,5,1,LG_HG2_CyclesB,3.12474,-3.22837,9.77974,-2.35997,-8.31561,4
11/15/2018 1:28:53 PM,44,TABLE,57:26.4,53:12.2,5,1,LG_HG2_CyclesB,3.10873,-3.81326,9.77974,-2.36006,-8.31589,4
11/15/2018 1:28:53 PM,44,TABLE,57:26.5,53:12.3,5,1,LG_HG2_CyclesB,3.09322,-4.26533,9.77974,-2.36017,-8.31623,4
11/15/2018 1:28:53 PM,44,TABLE,57:26.6,53:12.4,5,1,LG_HG2_CyclesB,3.08715,-4.4058,9.77974,-2.36029,-8.31662,4
11/15/2018 1:28:53 PM,44,TABLE,57:26.7,53:12.5,5,1,LG_HG2_CyclesB,3.08462,-4.44922,9.77974,-2.36041,-8.31698,4
11/15/2018 1:28:54 PM,44,TABLE,57:26.8,53:12.6,5,1,LG_HG2_CyclesB,3.08311,-4.46199,9.77974,-2.36053,-8.31736,4
11/15/2018 1:28:54 PM,44,TABLE,57:26.9,53:12.7,5,1,LG_HG2_CyclesB,3.08193,-4.46966,9.77974,-2.36066,-8.31775,4
11/15/2018 1:28:54 PM,44,TABLE,57:27.0,53:12.8,5,1,LG_HG2_CyclesB,3.08092,-4.47221,9.77974,-2.36078,-8.31813,4
11/15/2018 1:28:54 PM,44,TABLE,57:27.1,53:12.8,5,1,LG_HG2_CyclesB,3.08075,-4.47221,9.77974,-2.3609,-8.31851,4
11/15/2018 6:46:43 PM,51,TABLE,15:16.2,45:33.3,6,1,LG_HG2_CyclesB,3.18542,-1.56566,10.09522,-2.36022,-8.32196,5
11/15/2018 6:46:43 PM,51,TABLE,15:16.3,45:33.4,6,1,LG_HG2_CyclesB,3.18559,-1.56566,10.09522,-2.36027,-8.32209,5
11/15/2018 6:46:43 PM,51,TABLE,15:16.4,45:33.5,6,1,LG_HG2_CyclesB,3.18576,-1.56566,10.09522,-2.36031,-8.32223,5
11/15/2018 6:46:43 PM,51,TABLE,15:16.5,45:33.6,6,1,LG_HG2_CyclesB,3.18593,-1.5631,10.09522,-2.36036,-8.32237,5
11/15/2018 6:46:43 PM,51,TABLE,15:16.6,45:33.7,6,1,LG_HG2_CyclesB,3.18593,-1.5631,10.09522,-2.3604,-8.32251,5
11/15/2018 6:46:44 PM,51,TABLE,15:16.7,45:33.8,6,1,LG_HG2_CyclesB,3.1861,-1.56566,10.09522,-2.36044,-8.32265,5
11/15/2018 6:46:44 PM,51,TABLE,15:16.8,45:33.9,6,1,LG_HG2_CyclesB,3.16351,-3.86178,10.09522,-2.36055,-8.32299,5
11/15/2018 6:46:44 PM,51,TABLE,15:16.9,45:34.0,6,1,LG_HG2_CyclesB,3.13047,-3.89243,10.09522,-2.36065,-8.32332,5
11/15/2018 6:46:44 PM,51,TABLE,15:17.0,45:34.1,6,1,LG_HG2_CyclesB,3.1185,-3.92308,10.09522,-2.36077,-8.32368,5
11/15/2018 6:46:44 PM,51,TABLE,15:17.1,45:34.2,6,1,LG_HG2_CyclesB,3.11412,-3.93841,10.09522,-2.36088,-8.32401,5
11/16/2018 12:24:42 AM,58,TABLE,53:14.8,05:42.6,7,1,LG_HG2_CyclesB,3.15104,-1.56821,10.20038,-2.36048,-8.36823,6
11/16/2018 12:24:42 AM,58,TABLE,53:14.9,05:42.7,7,1,LG_HG2_CyclesB,3.15491,-1.4686,10.20038,-2.36052,-8.36836,6
11/16/2018 12:24:42 AM,58,TABLE,53:15.0,05:42.8,7,1,LG_HG2_CyclesB,3.1566,-1.43795,10.20038,-2.36056,-8.36849,6
11/16/2018 12:24:42 AM,58,TABLE,53:15.1,05:42.9,7,1,LG_HG2_CyclesB,3.15727,-1.43029,10.20038,-2.3606,-8.36861,6
11/16/2018 12:24:42 AM,58,TABLE,53:15.2,05:43.0,7,1,LG_HG2_CyclesB,3.15778,-1.42774,10.20038,-2.36064,-8.36874,6
11/16/2018 12:24:42 AM,58,TABLE,53:15.3,05:43.1,7,1,LG_HG2_CyclesB,3.15828,-1.42774,10.20038,-2.36068,-8.36886,6
11/16/2018 12:24:42 AM,58,TABLE,53:15.4,05:43.2,7,1,LG_HG2_CyclesB,3.15862,-1.42774,10.20038,-2.36072,-8.36899,6
11/16/2018 12:24:42 AM,58,TABLE,53:15.5,05:43.3,7,1,LG_HG2_CyclesB,3.15896,-1.42518,10.20038,-2.36076,-8.36911,6
11/16/2018 12:24:43 AM,58,TABLE,53:15.6,05:43.4,7,1,LG_HG2_CyclesB,3.1593,-1.42518,10.20038,-2.3608,-8.36924,6
11/16/2018 12:24:43 AM,58,TABLE,53:15.7,05:43.4,7,1,LG_HG2_CyclesB,3.15997,-1.41497,10.20038,-2.36084,-8.36936,6
11/18/2018 2:30:30 PM,22,DCH,54:13.4,52:00.0,8,0,LG_HG2_NN_Char,2.92095,-0.14814,9.04363,-2.62699,-9.81467,13
11/18/2018 2:31:30 PM,22,DCH,55:13.4,53:00.0,8,0,LG_HG2_NN_Char,2.91033,-0.14814,9.14879,-2.62944,-9.82182,13
11/18/2018 2:32:30 PM,22,DCH,56:13.4,54:00.0,8,0,LG_HG2_NN_Char,2.89887,-0.14558,9.14879,-2.63189,-9.82894,13
11/18/2018 2:33:30 PM,22,DCH,57:13.4,55:00.0,8,0,LG_HG2_NN_Char,2.88657,-0.14558,9.14879,-2.63435,-9.83604,13
11/18/2018 2:34:30 PM,22,DCH,58:13.4,56:00.0,8,0,LG_HG2_NN_Char,2.87359,-0.14814,9.25395,-2.6368,-9.8431,13
11/18/2018 2:35:30 PM,22,DCH,59:13.4,57:00.0,8,0,LG_HG2_NN_Char,2.85994,-0.14814,9.25395,-2.63925,-9.85013,13
11/18/2018 2:36:30 PM,22,DCH,00:13.4,58:00.0,8,0,LG_HG2_NN_Char,2.84561,-0.14558,9.25395,-2.6417,-9.85712,13
11/18/2018 2:37:30 PM,22,DCH,01:13.4,59:00.0,8,0,LG_HG2_NN_Char,2.83061,-0.14558,9.25395,-2.64415,-9.86407,13
11/18/2018 2:38:30 PM,22,DCH,02:13.4,00:00.0,8,0,LG_HG2_NN_Char,2.81476,-0.14814,9.14879,-2.64659,-9.87097,13
11/18/2018 2:39:24 PM,22,DCH,03:07.7,00:54.4,8,0,LG_HG2_NN_Char,2.79993,-0.14814,9.04363,-2.64881,-9.8772,13
11/19/2018 1:10:53 PM,28,DCH,34:37.1,38:00.0,9,0,LG_HG2_NN_Char,3.23144,-1.45072,9.56943,-2.32073,-8.3942,14
11/19/2018 1:11:53 PM,28,DCH,35:37.1,39:00.0,9,0,LG_HG2_NN_Char,3.19857,-1.45072,9.67458,-2.3449,-8.47192,14
11/19/2018 1:12:53 PM,28,DCH,36:37.1,40:00.0,9,0,LG_HG2_NN_Char,3.16115,-1.44817,9.67458,-2.36907,-8.54878,14
11/19/2018 1:13:53 PM,28,DCH,37:37.1,41:00.0,9,0,LG_HG2_NN_Char,3.11968,-1.44817,9.67458,-2.39323,-8.62465,14
11/19/2018 1:14:53 PM,28,DCH,38:37.1,42:00.0,9,0,LG_HG2_NN_Char,3.07586,-1.44817,9.56943,-2.41738,-8.69949,14
11/19/2018 1:15:53 PM,28,DCH,39:37.1,43:00.0,9,0,LG_HG2_NN_Char,3.029,-1.45072,9.56943,-2.44154,-8.77324,14
11/19/2018 1:16:53 PM,28,DCH,40:37.0,44:00.0,9,0,LG_HG2_NN_Char,2.97557,-1.44817,9.46427,-2.4657,-8.8458,14
11/19/2018 1:17:53 PM,28,DCH,41:37.1,45:00.0,9,0,LG_HG2_NN_Char,2.90831,-1.45072,9.46427,-2.48986,-8.91691,14
11/19/2018 1:18:53 PM,28,DCH,42:37.1,46:00.0,9,0,LG_HG2_NN_Char,2.81409,-1.44817,9.56943,-2.51403,-8.98613,14
11/19/2018 1:19:00 PM,28,DCH,42:44.0,46:07.0,9,0,LG_HG2_NN_Char,2.79993,-1.44817,9.56943,-2.51684,-8.99404,14
11/19/2018 5:03:05 PM,34,DCH,26:49.0,17:00.0,10,0,LG_HG2_NN_Char,3.27375,-5.79778,12.61902,-1.64319,-5.91703,16
11/19/2018 5:04:05 PM,34,DCH,27:49.0,18:00.0,10,0,LG_HG2_NN_Char,3.23902,-5.80034,12.72418,-1.73984,-6.23177,16
11/19/2018 5:05:05 PM,34,DCH,28:49.0,19:00.0,10,0,LG_HG2_NN_Char,3.20514,-5.80034,12.82934,-1.83651,-6.54323,16
11/19/2018 5:06:05 PM,34,DCH,29:49.0,20:00.0,10,0,LG_HG2_NN_Char,3.1716,-5.80034,12.9345,-1.93317,-6.85142,16
11/19/2018 5:07:05 PM,34,DCH,30:49.0,21:00.0,10,0,LG_HG2_NN_Char,3.13705,-5.80034,13.24998,-2.02982,-7.1563,16
11/19/2018 5:08:05 PM,34,DCH,31:49.0,22:00.0,10,0,LG_HG2_NN_Char,3.09996,-5.80034,13.35513,-2.12648,-7.45777,16
11/19/2018 5:09:05 PM,34,DCH,32:49.0,23:00.0,10,0,LG_HG2_NN_Char,3.05715,-5.80034,13.46029,-2.22315,-7.75543,16
11/19/2018 5:10:05 PM,34,DCH,33:49.0,24:00.0,10,0,LG_HG2_NN_Char,3.00287,-5.80034,13.56545,-2.3198,-8.04843,16
11/19/2018 5:11:05 PM,34,DCH,34:49.0,25:00.0,10,0,LG_HG2_NN_Char,2.91893,-5.80034,13.77577,-2.41646,-8.33503,16
11/19/2018 5:11:51 PM,34,DCH,35:35.1,25:46.2,10,0,LG_HG2_NN_Char,2.79993,-5.80034,13.98608,-2.49088,-8.54826,16
11/20/2018 11:59:31 AM,33,TABLE,22:08.4,18:08.1,11,1,LG_HG2_CyclesA,3.16233,-1.08293,10.20038,-2.4189,-8.73534,3
11/20/2018 11:59:31 AM,33,TABLE,22:08.5,18:08.2,11,1,LG_HG2_CyclesA,3.16233,-1.08293,10.20038,-2.41893,-8.73543,3
11/20/2018 11:59:31 AM,33,TABLE,22:08.6,18:08.3,11,1,LG_HG2_CyclesA,3.16233,-1.08549,10.20038,-2.41896,-8.73553,3
11/20/2018 11:59:31 AM,33,TABLE,22:08.7,18:08.4,11,1,LG_HG2_CyclesA,3.15727,-1.2796,10.20038,-2.419,-8.73564,3
11/20/2018 11:59:31 AM,33,TABLE,22:08.8,18:08.5,11,1,LG_HG2_CyclesA,3.15356,-1.39198,10.20038,-2.41903,-8.73576,3
11/20/2018 11:59:32 AM,33,TABLE,22:08.9,18:08.6,11,1,LG_HG2_CyclesA,3.15222,-1.42774,10.20038,-2.41907,-8.73588,3
11/20/2018 11:59:32 AM,33,TABLE,22:09.0,18:08.7,11,1,LG_HG2_CyclesA,3.15171,-1.44051,10.20038,-2.41911,-8.73601,3
11/20/2018 11:59:32 AM,33,TABLE,22:09.1,18:08.8,11,1,LG_HG2_CyclesA,3.15137,-1.44306,10.20038,-2.41915,-8.73613,3
11/20/2018 11:59:32 AM,33,TABLE,22:09.2,18:08.9,11,1,LG_HG2_CyclesA,3.15121,-1.44306,10.20038,-2.41919,-8.73626,3
11/20/2018 11:59:32 AM,33,TABLE,22:09.3,18:09.0,11,1,LG_HG2_CyclesA,3.15121,-1.44306,10.20038,-2.41923,-8.73639,3
11/20/2018 7:08:27 AM,26,TABLE,31:04.6,09:50.6,12,1,LG_HG2_CyclesA,3.24858,0.08173,9.56943,-2.41919,-8.72134,2
11/20/2018 7:08:27 AM,26,TABLE,31:04.7,09:50.7,12,1,LG_HG2_CyclesA,3.24874,0.08173,9.56943,-2.41919,-8.72133,2
11/20/2018 7:08:27 AM,26,TABLE,31:04.8,09:50.8,12,1,LG_HG2_CyclesA,3.24891,0.08429,9.56943,-2.41919,-8.72131,2
11/20/2018 7:08:27 AM,26,TABLE,31:04.9,09:50.9,12,1,LG_HG2_CyclesA,3.24908,0.08429,9.56943,-2.41919,-8.72131,2
11/20/2018 7:08:28 AM,26,TABLE,31:05.0,09:51.0,12,1,LG_HG2_CyclesA,3.24509,-0.11493,9.56943,-2.41919,-8.72131,2
11/20/2018 7:08:28 AM,26,TABLE,31:05.1,09:51.1,12,1,LG_HG2_CyclesA,3.24054,-0.21965,9.56943,-2.41919,-8.72132,2
11/20/2018 7:08:28 AM,26,TABLE,31:05.2,09:51.2,12,1,LG_HG2_CyclesA,3.23902,-0.2503,9.56943,-2.41919,-8.72134,2
11/20/2018 7:08:28 AM,26,TABLE,31:05.3,09:51.3,12,1,LG_HG2_CyclesA,3.23852,-0.25796,9.56943,-2.4192,-8.72136,2
11/20/2018 7:08:28 AM,26,TABLE,31:05.4,09:51.4,12,1,LG_HG2_CyclesA,3.23835,-0.26052,9.56943,-2.41921,-8.72138,2
11/20/2018 7:08:28 AM,26,TABLE,31:05.4,09:51.4,12,1,LG_HG2_CyclesA,3.23835,-0.26052,9.56943,-2.41922,-8.72141,2
11/26/2018 12:30:48 PM,41,TABLE,17:01.3,21:34.2,13,1,LG_HG2_CyclesA,3.0054,-3.41482,10.30554,-2.41416,-8.45984,2
11/26/2018 12:30:49 PM,41,TABLE,17:01.4,21:34.3,13,1,LG_HG2_CyclesA,3.01332,-3.39694,10.30554,-2.41425,-8.46012,2
11/26/2018 12:30:49 PM,41,TABLE,17:01.5,21:34.3,13,1,LG_HG2_CyclesA,3.01653,-3.38672,10.30554,-2.41435,-8.46042,2
11/26/2018 12:30:49 PM,41,TABLE,17:01.6,21:34.4,13,1,LG_HG2_CyclesA,3.01788,-3.38161,10.30554,-2.41444,-8.46069,2
11/26/2018 12:30:49 PM,41,TABLE,17:01.7,21:34.6,13,1,LG_HG2_CyclesA,3.01872,-3.37906,10.30554,-2.41453,-8.46097,2
11/26/2018 12:30:49 PM,41,TABLE,17:01.8,21:34.7,13,1,LG_HG2_CyclesA,3.01922,-3.37906,10.30554,-2.41463,-8.46126,2
11/26/2018 12:30:49 PM,41,TABLE,17:01.9,21:34.7,13,1,LG_HG2_CyclesA,3.01956,-3.37906,10.30554,-2.41472,-8.46153,2
11/26/2018 12:30:49 PM,41,TABLE,17:02.0,21:34.9,13,1,LG_HG2_CyclesA,3.0199,-3.37651,10.30554,-2.41482,-8.46182,2
11/26/2018 12:30:49 PM,41,TABLE,17:02.1,21:35.0,13,1,LG_HG2_CyclesA,3.02024,-3.37651,10.30554,-2.41491,-8.46212,2
11/26/2018 12:30:49 PM,41,TABLE,17:02.2,21:35.0,13,1,LG_HG2_CyclesA,3.00237,-4.61269,10.30554,-2.41503,-8.46247,2
