Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt
12-01-2018 01:03,54,TABLE,10:20.4,42:11.9,7,1,LG_HG2_CyclesA,3.00068,-2.04838,2.94444,-2.34947,-8.13396,6
12-01-2018 01:03,54,TABLE,10:20.5,42:12.0,7,1,LG_HG2_CyclesA,3.0022,-2.04583,2.94444,-2.34952,-8.13413,6
12-01-2018 01:03,54,TABLE,10:20.6,42:12.1,7,1,LG_HG2_CyclesA,3.00338,-2.04583,2.94444,-2.34958,-8.13431,6
12-01-2018 01:03,54,TABLE,10:20.7,42:12.2,7,1,LG_HG2_CyclesA,3.00439,-2.04583,2.94444,-2.34964,-8.13447,6
12-01-2018 01:03,54,TABLE,10:20.8,42:12.3,7,1,LG_HG2_CyclesA,3.00523,-2.04327,2.94444,-2.3497,-8.13464,6
12-01-2018 01:03,54,TABLE,10:20.9,42:12.4,7,1,LG_HG2_CyclesA,3.00608,-2.04327,2.94444,-2.34975,-8.13481,6
12-01-2018 01:03,54,TABLE,10:20.9,42:12.4,7,1,LG_HG2_CyclesA,3.00608,-2.04327,2.94444,-2.34975,-8.13481,6
12-01-2018 06:25,61,TABLE,32:53.8,50:31.3,8,1,LG_HG2_CyclesA,2.94674,-4.32663,1.15674,-2.34869,-8.13667,7
12-01-2018 06:25,61,TABLE,32:53.9,50:31.4,8,1,LG_HG2_CyclesA,2.9373,-4.35728,1.15674,-2.34881,-8.13703,7
12-01-2018 06:25,61,TABLE,32:54.0,50:31.5,8,1,LG_HG2_CyclesA,2.93174,-4.37516,1.15674,-2.34893,-8.13739,7
12-01-2018 06:25,61,TABLE,32:54.1,50:31.6,8,1,LG_HG2_CyclesA,2.92871,-4.38537,1.15674,-2.34905,-8.13774,7
12-01-2018 06:25,61,TABLE,32:54.2,50:31.7,8,1,LG_HG2_CyclesA,2.92635,-4.39048,1.15674,-2.34918,-8.13811,7
12-01-2018 06:25,61,TABLE,32:54.3,50:31.8,8,1,LG_HG2_CyclesA,2.92466,-4.39303,1.15674,-2.3493,-8.13846,7
12-01-2018 06:25,61,TABLE,32:54.4,50:31.9,8,1,LG_HG2_CyclesA,2.92298,-4.39814,1.15674,-2.34942,-8.13881,7
12-01-2018 06:25,61,TABLE,32:54.5,50:32.0,8,1,LG_HG2_CyclesA,2.92146,-4.4007,1.15674,-2.34955,-8.13918,7
12-01-2018 06:25,61,TABLE,32:54.6,50:32.1,8,1,LG_HG2_CyclesA,2.91944,-4.42113,1.15674,-2.34967,-8.13953,7
12-01-2018 06:25,61,TABLE,32:54.6,50:32.1,8,1,LG_HG2_CyclesA,2.91876,-4.43135,1.15674,-2.34979,-8.13989,7
12-01-2018 16:05,30,TABLE,07:28.6,43:23.1,9,1,LG_HG2_CyclesB,2.9191,-3.61914,3.25991,-2.32613,-8.01256,2
12-01-2018 16:05,30,TABLE,07:28.7,43:23.2,9,1,LG_HG2_CyclesB,2.91961,-3.61659,3.25991,-2.32623,-8.01286,2
12-01-2018 16:05,30,TABLE,07:28.8,43:23.3,9,1,LG_HG2_CyclesB,2.91994,-3.61659,3.25991,-2.32633,-8.01315,2
12-01-2018 16:05,30,TABLE,07:28.9,43:23.4,9,1,LG_HG2_CyclesB,2.92045,-3.61659,3.25991,-2.32643,-8.01344,2
12-01-2018 16:05,30,TABLE,07:29.0,43:23.5,9,1,LG_HG2_CyclesB,2.821,-7.37876,3.25991,-2.32663,-8.01401,2
12-01-2018 16:05,30,TABLE,07:29.1,43:23.6,9,1,LG_HG2_CyclesB,2.80566,-7.29703,3.25991,-2.32684,-8.01459,2
12-01-2018 16:05,30,TABLE,07:29.2,43:23.7,9,1,LG_HG2_CyclesB,2.80145,-7.12846,3.25991,-2.32704,-8.01514,2
12-01-2018 16:05,30,TABLE,07:29.3,43:23.8,9,1,LG_HG2_CyclesB,2.80027,-7.00587,3.36507,-2.32723,-8.01568,2
12-01-2018 16:05,30,TABLE,07:29.4,43:23.9,9,1,LG_HG2_CyclesB,2.79993,-6.91137,3.36507,-2.32743,-8.01624,2
12-01-2018 16:05,30,TABLE,07:29.5,43:24.0,9,1,LG_HG2_CyclesB,2.79976,-6.85773,3.36507,-2.32761,-8.01676,2
12-01-2018 21:15,37,TABLE,17:42.0,38:20.2,10,1,LG_HG2_CyclesB,3.10468,-1.91046,1.57738,-2.32711,-8.05956,3
12-01-2018 21:15,37,TABLE,17:42.1,38:20.3,10,1,LG_HG2_CyclesB,3.10418,-1.91301,1.57738,-2.32716,-8.05973,3
12-01-2018 21:15,37,TABLE,17:42.2,38:20.4,10,1,LG_HG2_CyclesB,3.10384,-1.91301,1.57738,-2.32722,-8.05989,3
12-01-2018 21:15,37,TABLE,17:42.3,38:20.5,10,1,LG_HG2_CyclesB,3.1035,-1.91301,1.57738,-2.32727,-8.06006,3
12-01-2018 21:15,37,TABLE,17:42.4,38:20.6,10,1,LG_HG2_CyclesB,3.10333,-1.91301,1.57738,-2.32732,-8.06022,3
12-01-2018 21:15,37,TABLE,17:42.5,38:20.7,10,1,LG_HG2_CyclesB,3.10317,-1.91557,1.57738,-2.32738,-8.06039,3
12-01-2018 21:15,37,TABLE,17:42.6,38:20.8,10,1,LG_HG2_CyclesB,3.103,-1.91301,1.57738,-2.32743,-8.06056,3
12-01-2018 21:15,37,TABLE,17:42.7,38:20.9,10,1,LG_HG2_CyclesB,3.10283,-1.91046,1.57738,-2.32748,-8.06072,3
12-01-2018 21:15,37,TABLE,17:42.8,38:21.0,10,1,LG_HG2_CyclesB,3.10283,-1.91046,1.57738,-2.32754,-8.06088,3
12-01-2018 21:15,37,TABLE,17:42.8,38:21.0,10,1,LG_HG2_CyclesB,3.10266,-1.91046,1.57738,-2.32759,-8.06105,3
12-02-2018 02:21,44,TABLE,23:38.4,34:08.8,11,1,LG_HG2_CyclesB,2.95669,-7.61629,0.73611,-2.32589,-7.95643,4
12-02-2018 02:21,44,TABLE,23:38.5,34:08.9,11,1,LG_HG2_CyclesB,2.95163,-7.64694,0.73611,-2.32611,-7.95707,4
12-02-2018 02:21,44,TABLE,23:38.6,34:09.0,11,1,LG_HG2_CyclesB,2.94809,-7.66227,0.73611,-2.32632,-7.95769,4
12-02-2018 02:21,44,TABLE,23:38.7,34:09.1,11,1,LG_HG2_CyclesB,2.94472,-7.67759,0.73611,-2.32653,-7.95831,4
12-02-2018 02:21,44,TABLE,23:38.8,34:09.2,11,1,LG_HG2_CyclesB,2.94202,-7.68526,0.73611,-2.32675,-7.95894,4
12-02-2018 02:21,44,TABLE,23:38.9,34:09.3,11,1,LG_HG2_CyclesB,2.93933,-7.69292,0.73611,-2.32696,-7.95957,4
12-02-2018 02:21,44,TABLE,23:39.0,34:09.4,11,1,LG_HG2_CyclesB,2.9368,-7.70058,0.73611,-2.32718,-7.96021,4
12-02-2018 02:21,44,TABLE,23:39.1,34:09.5,11,1,LG_HG2_CyclesB,2.93444,-7.70824,0.73611,-2.32739,-7.96083,4
12-02-2018 02:21,44,TABLE,23:39.2,34:09.6,11,1,LG_HG2_CyclesB,3.05142,-3.94607,0.73611,-2.3275,-7.96116,4
12-02-2018 02:21,44,TABLE,23:39.3,34:09.7,11,1,LG_HG2_CyclesB,3.07148,-3.86945,0.73611,-2.32761,-7.9615,4
12-02-2018 07:25,51,TABLE,28:05.7,32:34.9,12,1,LG_HG2_CyclesB,2.94422,-3.87711,1.36706,-2.32591,-7.97201,5
12-02-2018 07:25,51,TABLE,28:05.8,32:35.0,12,1,LG_HG2_CyclesB,2.80853,-8.34166,1.36706,-2.32613,-7.97263,5
12-02-2018 07:25,51,TABLE,28:05.9,32:35.1,12,1,LG_HG2_CyclesB,2.80178,-7.75422,1.36706,-2.32636,-7.97327,5
12-02-2018 07:25,51,TABLE,28:06.0,32:35.2,12,1,LG_HG2_CyclesB,2.80027,-7.43495,1.36706,-2.32656,-7.97383,5
12-02-2018 07:25,51,TABLE,28:06.1,32:35.3,12,1,LG_HG2_CyclesB,2.79993,-7.25617,1.36706,-2.32677,-7.97441,5
12-02-2018 07:25,51,TABLE,28:06.2,32:35.4,12,1,LG_HG2_CyclesB,2.79976,-7.14379,1.36706,-2.32697,-7.97496,5
12-02-2018 07:25,51,TABLE,28:06.3,32:35.5,12,1,LG_HG2_CyclesB,2.79976,-7.0595,1.36706,-2.32716,-7.9755,5
12-02-2018 07:25,51,TABLE,28:06.4,32:35.6,12,1,LG_HG2_CyclesB,2.79976,-6.99565,1.36706,-2.32735,-7.97605,5
12-02-2018 07:25,51,TABLE,28:06.5,32:35.7,12,1,LG_HG2_CyclesB,2.79976,-6.92669,1.36706,-2.32755,-7.97659,5
12-02-2018 07:25,51,TABLE,28:06.6,32:35.8,12,1,LG_HG2_CyclesB,2.79976,-6.8705,1.36706,-2.32774,-7.97712,5
12-02-2018 12:53,58,TABLE,56:07.1,56:23.9,13,1,LG_HG2_CyclesB,2.97321,-6.6534,0.73611,-2.32592,-8.01384,6
12-02-2018 12:53,58,TABLE,56:07.2,56:24.0,13,1,LG_HG2_CyclesB,2.97102,-6.65851,0.73611,-2.32612,-8.01442,6
12-02-2018 12:53,58,TABLE,56:07.3,56:24.1,13,1,LG_HG2_CyclesB,2.96866,-6.66362,0.73611,-2.3263,-8.01495,6
12-02-2018 12:53,58,TABLE,56:07.4,56:24.2,13,1,LG_HG2_CyclesB,2.9668,-6.66362,0.73611,-2.32648,-8.01549,6
12-02-2018 12:53,58,TABLE,56:07.5,56:24.3,13,1,LG_HG2_CyclesB,2.96478,-6.66362,0.73611,-2.32667,-8.01605,6
12-02-2018 12:53,58,TABLE,56:07.6,56:24.4,13,1,LG_HG2_CyclesB,2.96293,-6.66617,0.73611,-2.32685,-8.01659,6
12-02-2018 12:54,58,TABLE,56:07.7,56:24.5,13,1,LG_HG2_CyclesB,2.9609,-6.67128,0.73611,-2.32703,-8.01713,6
12-02-2018 12:54,58,TABLE,56:07.8,56:24.6,13,1,LG_HG2_CyclesB,2.95888,-6.67639,0.73611,-2.32723,-8.01772,6
12-02-2018 12:54,58,TABLE,56:07.9,56:24.7,13,1,LG_HG2_CyclesB,2.95686,-6.67894,0.73611,-2.3274,-8.01823,6
12-02-2018 12:54,58,TABLE,56:08.0,56:24.8,13,1,LG_HG2_CyclesB,2.95517,-6.68405,0.73611,-2.32759,-8.0188,6
